,ProductName,CurrentPrice,MRP,Stars,Ratings,Reviews,Processor,RAM,Storage,ImageURL
471,DELL Inspiron Core i5 11th Gen,74590,101078,4.2,25 ,3 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
472,ASUS TUF Gaming F15 (2021) Core i5 11th Gen,89990,129990,4.6,202 ,27 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kpodocw0/computer/9/s/7/na-gaming-laptop-asus-original-imag3v4hsgz62qgw.jpeg?q=70
473,Avita Liber Core i7 10th Gen,62990,83390,3.8,218 ,50 ,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kf4ajrk0/computer/j/t/d/avita-original-imafvng2b4qahht9.jpeg?q=70
474,ASUS ROG Strix G15 (2021) Ryzen 7 Octa Core 4800H,76990,90990,4.5,160 ,17 ,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/computer/j/5/j/na-gaming-laptop-asus-original-imag7bhddrbuzrvs.jpeg?q=70
475,HP Core i5 11th Gen,56690,81684,4.3,6 ,1 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kb89ea80/computer/n/m/5/hp-na-thin-and-light-laptop-original-imafsmmghwzzu3mq.jpeg?q=70
476,DELL G15 Core i7 12th Gen,117490,150636,,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70
477,ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen,95568,116990,,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2urv680/computer/b/z/y/-original-image333eqafzgkn.jpeg?q=70
478,APPLE MacBook Air M1,103990,110900,4.7,7217 ,675 ,Apple M1 Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kruyw7k0/computer/v/x/v/na-thin-and-light-laptop-apple-original-imag5jt7u9fzenqb.jpeg?q=70
479,ASUS Vivobook Gaming Core i7 10th Gen,66990,97990,4.3,56 ,8 ,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/computer/r/q/1/f571lh-bq436t-gaming-laptop-asus-original-imag7bhetvcb3fky.jpeg?q=70
480,ASUS Vivobook Gaming Core i7 10th Gen,66990,97990,4.3,56 ,8 ,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/r/q/1/f571lh-bq436t-gaming-laptop-asus-original-imag7bhetvcb3fky.jpeg?q=70
481,acer Predator Helios 300 Core i9 11th Gen,169990,199999,,0,0,Intel Core i9 Processor (11th Gen),32 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/krwec280/computer/k/p/a/na-gaming-laptop-acer-original-imag5h9fxvakhnv8.jpeg?q=70
482,DELL Inspiron Core i5 11th Gen,70890,90686,4.5,196 ,17 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
483,Lenovo Lenovo V15 Celeron Dual Core,29380,41625,3,4 ,0 ,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/6/x/n/v-series-laptop-lenovo-original-imagy6hznvfffjhf.jpeg?q=70
484,DELL Ryzen 5 Hexa Core 5600H,73990,102522,4.7,27 ,3 ,NVIDIA RTX 3050 Graphics upto 90W TGP,"15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)",AMD Ryzen 5 Hexa Core Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/e/g/8/g15-5515-gaming-laptop-dell-original-imagcnty69nhzy58.jpeg?q=70
485,HP Pavilion Gaming Core i7 11th Gen,88190,107262,4.4,7 ,1 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70
486,MSI GF63 Thin Core i7 10th Gen,79990,95990,4.5,511 ,58 ,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktlu9ow0/computer/6/d/f/gf63-thin-10uc-606in-gaming-laptop-msi-original-imag6xfufgkdahu8.jpeg?q=70
487,acer Predator Helios 300 Core i7 11th Gen,112990,140990,4.5,373 ,59 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksgehzk0/computer/r/c/k/predator-helios-300-gaming-laptop-acer-original-imag6yjdmwdrksyn.jpeg?q=70
488,APPLE MacBook Pro with Touch Bar Core i5 10th Gen,174990,194900,4.8,92 ,4 ,Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kamtsi80/computer/k/a/v/apple-na-thin-and-light-laptop-original-imafs5nmg3kxcqnz.jpeg?q=70
489,ASUS Vivobook 17 Core i5 11th Gen,57710,85990,3.4,5 ,2 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ky90scw0/computer/i/z/s/vivobook-17-laptop-asus-original-imagajf3z3gf3b8s.jpeg?q=70
490,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,69990,85990,4.7,23 ,4 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/0/3/a/-original-imagdqdytfgwhsah.jpeg?q=70
491,DELL Vostro Core i5 11th Gen,55690,87168,4,215 ,18 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/w/f/na-notebook-dell-original-imagfy6ah6k6jqdh.jpeg?q=70
492,ASUS Vivobook Gaming Core i5 9th Gen,57990,77990,4.3,407 ,54 ,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/e/x/l/f571gt-hn1062t-gaming-laptop-asus-original-imag7bhdg6ruvjdb.jpeg?q=70
493,ASUS TUF Gaming F15 Core i7 12th Gen,116990,137990,,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1jmc280/computer/k/k/a/fx577ze-hn056w-gaming-laptop-asus-original-imagd395ymfqgarh.jpeg?q=70
494,DELL Vostro Core i5 11th Gen,60490,92552,3.3,4 ,0 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/4/y/na-notebook-dell-original-imagfy6adtf9apuh.jpeg?q=70
495,APPLE 2020 Macbook Pro M1,133990,142900,4.6,425 ,46 ,Apple M1 Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/khdqnbk0/computer/e/6/n/apple-original-imafxfyq4agsgysn.jpeg?q=70
496,MSI GF63 Thin Hexa Core i5 10th Gen,58990,76990,4.4,2829 ,297 ,Intel Hexa Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
497,ASUS Vivobook Gaming Core i5 10th Gen,55990,81990,4.5,81 ,10 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/r/q/1/f571lh-bq436t-gaming-laptop-asus-original-imag7bhetvcb3fky.jpeg?q=70
498,MSI GF63 Thin Core i5 10th Gen,69990,83990,4.5,1868 ,254 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktlu9ow0/computer/4/n/m/gf63-thin-10uc-607in-gaming-laptop-msi-original-imag6xfuxzmukmuq.jpeg?q=70
499,Lenovo ThinkPad E15 Core i5 11th Gen,65990,78109,4.4,29 ,4 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kngd0nk0/computer/k/q/5/na-laptop-lenovo-original-imag24kvhrgqvjut.jpeg?q=70
500,acer Swift 3 Ryzen 5 Hexa Core 5500U,56490,89999,4.6,19 ,4 ,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt4ozgw0/computer/k/r/h/swift-3-thin-and-light-laptop-acer-original-imag6jer4nhrjth2.jpeg?q=70
501,ASUS ASUS TUF Gaming Ryzen 7 Octa Core 4800H,80990,107990,4.5,1113 ,154 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/7/6/5/na-gaming-laptop-asus-original-imag7bhdcztzhpez.jpeg?q=70
502,ASUS VivoBook Flip 14 Core i5 11th Gen,63990,82990,,0,0,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kykgb680/computer/t/8/f/tp470ea-ec312ws-thin-and-light-laptop-asus-original-imagasyhxfzrgrhz.jpeg?q=70
503,ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 4800HS,74990,123990,4.6,241 ,26 ,AMD Ryzen 7 Octa Core Processor,8 GB LPDDR4X RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/6/p/p/na-thin-and-light-laptop-asus-original-imag7bhgbhprepfu.jpeg?q=70
504,MSI GF63 Thin Hexa Core i5 10th Gen,58990,76990,4.4,2829 ,297 ,Intel Hexa Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
505,MSI GF63 Thin Core i5 10th Gen,69990,83990,4.5,1868 ,254 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ktlu9ow0/computer/4/n/m/gf63-thin-10uc-607in-gaming-laptop-msi-original-imag6xfuxzmukmuq.jpeg?q=70
506,ASUS TUF Gaming F15 (2021) Core i5 11th Gen,89990,129990,4.6,202 ,27 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kpodocw0/computer/9/s/7/na-gaming-laptop-asus-original-imag3v4hsgz62qgw.jpeg?q=70
507,Lenovo Lenovo V15 Celeron Dual Core,29380,41625,3,4 ,0 ,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kkyc9zk0/computer/6/x/n/v-series-laptop-lenovo-original-imagy6hznvfffjhf.jpeg?q=70
508,ASUS Vivobook Gaming Core i5 10th Gen,55990,81990,4.5,81 ,10 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/computer/r/q/1/f571lh-bq436t-gaming-laptop-asus-original-imag7bhetvcb3fky.jpeg?q=70
509,Lenovo IdeaPad Flex 5 Core i3 11th Gen,58990,82490,,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku5ufm80/computer/a/x/a/na-2-in-1-laptop-lenovo-original-imag7cmytyfjazq4.jpeg?q=70
510,APPLE MacBook Air M1,103990,110900,4.7,7218 ,675 ,Apple M1 Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kruyw7k0/computer/v/x/v/na-thin-and-light-laptop-apple-original-imag5jt7u9fzenqb.jpeg?q=70
511,Lenovo ThinkPad E15 Core i5 11th Gen,65990,78109,4.4,29 ,4 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kngd0nk0/computer/k/q/5/na-laptop-lenovo-original-imag24kvhrgqvjut.jpeg?q=70
512,DELL Inspiron Core i5 11th Gen,70890,90686,4.5,196 ,17 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
513,ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 4800HS,74990,123990,4.6,241 ,26 ,AMD Ryzen 7 Octa Core Processor,8 GB LPDDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/computer/6/p/p/na-thin-and-light-laptop-asus-original-imag7bhgbhprepfu.jpeg?q=70
514,ASUS Vivobook Gaming Core i5 9th Gen,57990,77990,4.3,407 ,54 ,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/computer/e/x/l/f571gt-hn1062t-gaming-laptop-asus-original-imag7bhdg6ruvjdb.jpeg?q=70
515,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen,79990,116990,4.3,12 ,2 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ktop5e80/computer/j/j/w/na-2-in-1-laptop-asus-original-imag6yuwbqz8jchg.jpeg?q=70
516,ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen,74692,98990,4.6,9 ,3 ,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2urv680/computer/a/v/k/-original-image333jzhyzhyt.jpeg?q=70
517,Lenovo Legion 5 Core i5 10th Gen,65490,93690,4.5,311 ,41 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kggviq80/computer/x/6/g/lenovo-original-imafwpajqjvfhrea.jpeg?q=70
518,Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U,67990,93690,4.3,232 ,31 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kp2y2kw0/computer/d/s/h/na-thin-and-light-laptop-lenovo-original-imag3dz5ut6ds7eg.jpeg?q=70
519,DELL Inspiron Core i5 11th Gen,68290,74557,4.2,202 ,29 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kk2wl8w0/computer/d/e/c/na-2-in-1-laptop-dell-original-imafzgengykn567d.jpeg?q=70
520,ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen,134990,164990,,0,0,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kzfvzww0/computer/g/e/l/ux482egr-ka521ws-thin-and-light-laptop-asus-original-imagbger7xgz7bcw.jpeg?q=70
521,acer Aspire 5 Ryzen 7 Octa Core 5700U,57990,79999,,0,0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/t/o/4/a515-45-r9px-thin-and-light-laptop-acer-original-imagbmx3nr6xex9g.jpeg?q=70
522,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H,110990,145990,,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/l0vbukw0/computer/8/e/j/-original-imagckcffymgykfd.jpeg?q=70
523,HP Core i5 11th Gen,64990,73034,,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l29c9e80/computer/5/1/r/15s-du3519tx-thin-and-light-laptop-hp-original-imagdn9fhmgsp9gh.jpeg?q=70
524,Lenovo Ideapad 5 Ryzen 7 Octa Core 5800U,72999,117290,,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kydb3ww0/computer/0/e/a/ideapad-5-pro-14itl6-thin-and-light-laptop-lenovo-original-imagam67f3vxpjnp.jpeg?q=70
525,SAMSUNG Galaxy Book2 Core i5 12th Gen,73990,88990,,0,0,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l37mtu80/computer/o/o/w/np750xee-xb1in-thin-and-light-laptop-samsung-original-imagednvzzu7t23v.jpeg?q=70
526,ASUS TUF Dash F15 (2021) Core i5 11th Gen,84990,104990,4.4,279 ,33 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/klscivk0/computer/a/g/a/na-gaming-laptop-asus-original-imagyu7q2bkqcjzz.jpeg?q=70
527,HP HP Envy Ryzen 7 Octa Core 4700U,92990,112671,3.7,3 ,0 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kolsscw0/computer/w/p/g/na-2-in-1-laptop-hp-original-imag3ff2hphu2zmy.jpeg?q=70
528,HP HP Envy Ryzen 7 Octa Core 4700U,92990,112671,3.7,3 ,0 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kolsscw0/computer/w/p/g/na-2-in-1-laptop-hp-original-imag3ff2hphu2zmy.jpeg?q=70
529,Lenovo Core i5 11th Gen,77990,80366,4.4,22 ,2 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kpu3frk0/computer/8/n/h/thinkpad-e15-thin-and-light-laptop-lenovo-original-imag3yszdekdzvy2.jpeg?q=70
530,HP Pavilion Core i5 11th Gen,64990,74414,4.3,23 ,1 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kyvvtzk0/computer/x/i/v/-original-imagbygzjwthsan3.jpeg?q=70
531,acer Predator Helios 300 Core i9 11th Gen,144990,169999,,0,0,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/l01blow0/computer/f/8/m/predator-helios-300-gaming-laptop-acer-original-imagbx25hvqxzqsm.jpeg?q=70
532,HP HP Pavilion Ryzen 5 Hexa Core 4600H,62990,76020,4.4,2058 ,197 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku2zjww0/computer/r/f/d/na-gaming-laptop-hp-original-imag7a7fgvrae7uu.jpeg?q=70
533,ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen,301990,359990,,0,0,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/l0vbukw0/computer/4/i/k/-original-imagckcfgfba4fja.jpeg?q=70
534,APPLE MacBook Pro M1,149990,163900,4.7,687 ,76 ,Apple M1 Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kqjtd3k0/screen-guard/screen-guard/g/s/0/apple-macbook-pro-m1-somtone-original-imag4jhqaxbprrgx.jpeg?q=70
535,MSI Alpha 15 Ryzen 7 Octa Core 5800H,107990,145990,4.6,142 ,27 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ktszgy80/computer/h/0/f/alpha-15-b5eek-029in-gaming-laptop-msi-original-imag72h7uptk3x9t.jpeg?q=70
536,MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen,139990,188990,,0,0,AMD Ryzen 9 Octa Core Processor (5th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kxnl6kw0/computer/p/y/t/a5efk-083in-gaming-laptop-msi-original-imaga237dvrrnznh.jpeg?q=70
537,ASUS VivoBook Pro 14 OLED (2022) Core i5 11th Gen,65990,90990,4,23 ,4 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kz4gh3k0/computer/r/a/6/k3400pa-km502ws-thin-and-light-laptop-asus-original-imagb7g2zchz9h6m.jpeg?q=70
538,DELL G15 Core i5 12th Gen,84490,107583,,0,0,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70
539,ASUS ROG Strix G15 Core i5 10th Gen,82990,107990,4.5,846 ,118 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kcp4osw0/computer/t/f/z/asus-na-original-imaftrgwna6snfn8.jpeg?q=70
540,DELL Inspiron Core i5 11th Gen,71990,95398,4.4,19 ,2 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
541,HP Pavilion Ryzen 5 Hexa Core 5500U,59890,72536,4.4,25 ,3 ,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kv6zvrk0/computer/5/n/1/14-ec0033au-thin-and-light-laptop-hp-original-imag85htpbzcnsj5.jpeg?q=70
542,acer Swift 3 Ryzen 5 Hexa Core 5500U,56490,89999,4.6,19 ,4 ,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kt4ozgw0/computer/k/r/h/swift-3-thin-and-light-laptop-acer-original-imag6jer4nhrjth2.jpeg?q=70
543,ASUS ZenBook 13 (2022) Core i7 11th Gen,87790,122990,,0,0,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ktop5e80/computer/j/i/a/na-thin-and-light-laptop-asus-original-imag6ywmdzm8euep.jpeg?q=70
544,DELL Ryzen 7 Octa Core 5800H,114990,151940,3.7,3 ,1 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kzrbiq80/computer/c/g/h/g15-5515-gaming-laptop-dell-original-imagbpb4cxnzbnx3.jpeg?q=70
545,HP OMEN 15 Ryzen 7 Octa Core 5800H,158490,183736,4.8,18 ,2 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
546,HP Pavilion Ryzen 5 Hexa Core 5500U,58990,67931,4.4,402 ,57 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ksru0sw0/computer/m/4/g/na-thin-and-light-laptop-hp-original-imag69rnjkctnzhy.jpeg?q=70
547,HP Spectre x360 13 Series Intel EVO Core i5 11th Gen,95890,114749,5,4 ,1 ,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/k8ro3gw0/computer/z/p/q/hp-na-original-imafqpnf5tthbuvh.jpeg?q=70
548,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H,110990,145990,,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/l0vbukw0/computer/8/e/j/-original-imagckcffymgykfd.jpeg?q=70
549,DELL Core i5 11th Gen,70090,89395,4,7 ,1 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kod858w0/computer/m/g/z/na-notebook-dell-original-imag2u9tttgfmsvx.jpeg?q=70
550,Lenovo Legion Y540 Core i5 9th Gen,64390,86690,4.4,303 ,26 ,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kiew3gw0/computer/m/p/j/lenovo-original-imafy7ng97axn45e.jpeg?q=70
551,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,62490,82490,4.5,1729 ,250 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70
552,ASUS ROG Strix SCAR 15 Core i9 12th Gen,229990,275990,,0,0,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/l1jmc280/computer/d/u/f/g533zw-ln136ws-gaming-laptop-asus-original-imagd39725zjzt5v.jpeg?q=70
553,MSI Prestige 14 Evo Intel EVO Core i7 11th Gen,84990,106990,,0,0,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/klzhq4w0/computer/v/u/l/na-thin-and-light-laptop-msi-original-imagyzqagngnrnzh.jpeg?q=70
554,ASUS Pentium Quad Core,25990,30990,3.7,2877 ,366 ,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/k9d3p8w0/computer/c/a/h/asus-na-laptop-original-imafr6cbfurgkspg.jpeg?q=70
555,ASUS VivoBook Ultra Ryzen 5 Hexa Core 5500U,58990,73990,4.5,637 ,80 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kmgn0cw0/computer/p/q/o/na-thin-and-light-laptop-asus-original-imagfcpagxqqe6zs.jpeg?q=70
